Time,Amount,Class
150229.0,5.99,0
167195.0,479.03,0
165575.0,1.0,0
145902.0,44.0,0
166788.0,1000.0,0
45798.0,304.95,0
47802.0,563.49,0
133493.0,7.12,0
36819.0,94.84,0
130820.0,286.24,0
79502.0,1.0,0
115223.0,9.99,0
73084.0,73.42,0
39069.0,379.14,0
112221.0,49.79,0
29562.0,10.0,0
133102.0,0.01,0
163671.0,1.0,0
138772.0,1.79,0
49358.0,0.77,0
171002.0,4.99,0
40074.0,8.88,0
122016.0,247.7,0
47434.0,0.49,0
86019.0,78.99,0
170778.0,1.29,0
66311.0,129.0,0
48280.0,168.0,0
64683.0,1.98,0
83659.0,3.87,0
33312.0,89.0,0
135835.0,11.37,0
162619.0,375.25,0
929.0,53.75,0
145276.0,4.99,0
116093.0,17.0,0
166260.0,29.85,0
163048.0,1.0,0
26060.0,0.93,0
61127.0,1.98,0
70541.0,1.0,0
78917.0,29.8,0
146911.0,0.99,0
119758.0,3.7,0
78669.0,5.49,0
154223.0,17.55,0
60235.0,10.0,0
54878.0,149.0,0
75462.0,1.0,0
67359.0,388.5,0
127075.0,11.5,0
141637.0,43.0,0
65578.0,2.15,0
41445.0,49.99,0
53048.0,74.99,0
78421.0,24.11,0
130280.0,16.25,0
149247.0,15.0,0
164448.0,0.89,0
115096.0,12.26,0
129714.0,49.99,0
160509.0,0.89,0
156025.0,96.45,0
91934.0,88.9,0
57062.0,0.0,0
152728.0,242.77,0
9363.0,4.99,0
130904.0,84.68,0
75164.0,15.0,0
59807.0,21.4,0
58965.0,61.43,0
41697.0,1.98,0
44823.0,31.1,0
51747.0,49.5,0
35241.0,55.2,0
147147.0,7.99,0
161582.0,808.88,0
27610.0,24.99,0
133018.0,97.73,0
137536.0,1.0,0
115257.0,23.0,0
156816.0,3.59,0
73833.0,1.0,0
42718.0,20.48,0
172033.0,32.2,0
40638.0,11.5,0
132844.0,152.5,0
150595.0,4.0,0
77548.0,12.57,0
54793.0,49.0,0
72552.0,12.96,0
53490.0,94.17,0
116982.0,10.0,0
61174.0,13.3,0
153304.0,102.95,0
115011.0,1.0,0
128706.0,8.07,0
158907.0,30.0,0
135617.0,1.0,0
153261.0,1.79,0
154265.0,182.0,0
147835.0,1.79,0
120600.0,15.26,0
145852.0,119.99,0
59853.0,0.99,0
166671.0,8.0,0
162852.0,1.88,0
156452.0,12.99,0
127888.0,4.72,0
66377.0,25.0,0
118236.0,0.77,0
50836.0,140.0,0
156726.0,4.57,0
160327.0,9.99,0
145773.0,1210.0,0
153982.0,70.0,0
164589.0,10.0,0
77031.0,2.49,0
147645.0,0.0,0
73890.0,26.0,0
39500.0,26.53,0
80410.0,39.95,0
41859.0,15.0,0
64165.0,8.27,0
151744.0,188.0,0
74153.0,15.73,0
132679.0,234.0,0
42821.0,59.91,0
81705.0,51.5,0
132235.0,80.62,0
51746.0,2.99,0
59435.0,16.68,0
64980.0,1.0,0
151013.0,1.0,0
161582.0,8.93,0
117755.0,0.77,0
36101.0,96.0,0
138050.0,35.99,0
130942.0,56.0,0
71132.0,15.0,0
90224.0,6.41,0
136275.0,144.0,0
50497.0,40.0,0
72034.0,24.64,0
119505.0,1.98,0
37317.0,104.99,0
120597.0,68.0,0
72423.0,6.0,0
88098.0,177.44,0
78880.0,3.0,0
134756.0,25.15,0
127564.0,143.25,0
65574.0,67.3,0
109972.0,2.69,0
108771.0,25.0,0
50685.0,54.95,0
33527.0,2.99,0
71379.0,5.0,0
31751.0,36.0,0
156028.0,4.0,0
50585.0,82.88,0
145977.0,338.97,0
140798.0,20.0,0
71209.0,3.57,0
168241.0,3.99,0
54987.0,279.0,0
65853.0,13.99,0
118558.0,61.0,0
132458.0,14.39,0
35551.0,47.58,0
27278.0,35.84,0
55059.0,80.0,0
82838.0,4.79,0
97031.0,32.25,0
74837.0,4.16,0
37160.0,7.95,0
6347.0,6.99,0
82104.0,68.0,0
146921.0,0.77,0
94040.0,36.0,0
68421.0,28.39,0
146560.0,928.2,0
66609.0,20.2,0
157601.0,45.75,0
84946.0,0.0,0
106677.0,2.15,0
41170.0,105.0,0
133875.0,136.57,0
71947.0,7.49,0
146206.0,102.95,0
137507.0,9.99,0
49424.0,0.69,0
51220.0,324.98,0
111649.0,1.79,0
148949.0,20.3,0
146477.0,2.68,0
67867.0,33.17,0
143495.0,199.0,0
35683.0,7.5,0
152617.0,0.89,0
119849.0,39.95,0
39418.0,1.55,0
140711.0,94.5,0
81467.0,309.0,0
1308.0,25.3,0
43398.0,21.86,0
155064.0,9.93,0
37748.0,39.09,0
91920.0,40.0,0
47902.0,24.95,0
168568.0,160.21,0
38536.0,1581.78,0
51323.0,4.99,0
88327.0,50.0,0
138342.0,132.86,0
74293.0,6.16,0
57966.0,912.79,0
51112.0,1.0,0
151706.0,4.99,0
80249.0,471.38,0
40569.0,26.59,0
67608.0,2.0,0
165473.0,18.92,0
160639.0,40.8,0
130515.0,1.0,0
136602.0,75.0,0
82034.0,1.49,0
47252.0,53.8,0
118056.0,8.95,0
132369.0,12.99,0
161135.0,10.0,0
144334.0,3.0,0
81381.0,87.2,0
14126.0,0.0,0
64358.0,9.98,0
122426.0,15.0,0
146796.0,7.7,0
151284.0,470.1,0
126173.0,55.5,0
97512.0,1.0,0
46104.0,1.0,0
32935.0,0.94,0
160662.0,36.6,0
131398.0,17.9,0
126133.0,63.22,0
136081.0,1850.0,0
145147.0,0.89,0
12203.0,22.0,0
143015.0,90.82,0
140407.0,203.0,0
100539.0,0.89,0
84713.0,15.0,0
146015.0,23.18,0
120021.0,86.0,0
147894.0,2500.0,0
126626.0,5.34,0
70955.0,42.98,0
144330.0,2.99,0
31030.0,0.89,0
62609.0,26.42,0
22435.0,11.54,0
162248.0,31.9,0
122496.0,9.99,0
159974.0,0.77,0
32969.0,24.99,0
78929.0,9.99,0
78321.0,1.29,0
169507.0,5.15,0
74393.0,17.19,0
114368.0,54.0,0
30300.0,25.0,0
51845.0,1.98,0
71055.0,217.0,0
49594.0,5.99,0
139738.0,99.9,0
145828.0,96.05,0
3747.0,174.69,0
63269.0,60.0,0
145371.0,46.98,0
139050.0,665.49,0
235.0,25.0,0
41813.0,47.85,0
65307.0,10.0,0
116223.0,5.38,0
65449.0,15.9,0
162723.0,30.01,0
117290.0,1131.24,0
135837.0,24.99,0
40482.0,280.0,0
41718.0,19.63,0
86450.0,52.38,0
19902.0,20.0,0
139715.0,92.5,0
47939.0,42.09,0
67501.0,129.66,0
73543.0,4.52,0
32097.0,1.5,0
11461.0,9.9,0
2617.0,15.55,0
72779.0,86.69,0
83359.0,141.73,0
123405.0,45.53,0
142107.0,13.5,0
63707.0,36.19,0
149843.0,120.0,0
166738.0,238.0,0
84437.0,26.99,0
137860.0,189.0,0
156845.0,95.0,0
54511.0,0.92,0
141240.0,30.0,0
39582.0,31.98,0
87591.0,295.5,0
43265.0,112.41,0
71846.0,295.45,0
40775.0,748.56,0
50285.0,4.49,0
146265.0,193.16,0
71758.0,0.0,0
161530.0,386.35,0
165164.0,15.0,0
63185.0,234.2,0
125577.0,49.88,0
139146.0,0.92,0
130082.0,73.97,0
79812.0,441.11,0
169960.0,19.95,0
88141.0,28.75,0
57240.0,15.0,0
154070.0,173.7,0
130459.0,100.0,0
73054.0,79.0,0
112241.0,1.29,0
29745.0,59.99,0
68652.0,469.92,0
83559.0,9.99,0
112711.0,13.99,0
137636.0,12.36,0
77159.0,274.0,0
28824.0,1.29,0
64901.0,117.28,0
125620.0,15.58,0
131229.0,1.0,0
121486.0,142.76,0
130134.0,0.77,0
36220.0,6.51,0
139916.0,1.0,0
77189.0,7.12,0
91239.0,308.66,0
25330.0,21.29,0
122199.0,34.99,0
36546.0,1.29,0
80289.0,0.12,0
80541.0,5.0,0
791.0,52.93,0
33749.0,1.0,0
157466.0,10.9,0
85832.0,0.76,0
138384.0,86.0,0
36896.0,204.21,0
164242.0,689.19,0
122348.0,4.8,0
36495.0,18.8,0
140096.0,1.29,0
131437.0,4.94,0
96288.0,2.27,0
87728.0,5.0,0
44859.0,6.0,0
61502.0,3.99,0
45275.0,110.57,0
46930.0,74.0,0
46709.0,11.5,0
73249.0,10.0,0
148314.0,1.0,0
70399.0,62.0,0
151723.0,3.6,0
155126.0,36.7,0
80650.0,14.99,0
76358.0,17.24,0
45349.0,8.99,0
56665.0,1373.25,0
123730.0,58.56,0
84641.0,1.0,0
101546.0,16.93,0
52708.0,1.98,0
69096.0,37.0,0
153306.0,102.44,0
78999.0,155.85,0
156469.0,4.49,0
123056.0,2.0,0
97537.0,29.4,0
122891.0,114.61,0
42226.0,73.4,0
149346.0,24.99,0
166166.0,17.99,0
62517.0,135.14,0
84517.0,1.0,0
159951.0,82.5,0
55891.0,0.76,0
149119.0,25.0,0
43084.0,1.0,0
27961.0,168.95,0
51049.0,13.99,0
79192.0,19.9,0
61799.0,480.0,0
138677.0,2.36,0
78577.0,9.2,0
117474.0,712.0,0
44621.0,27.0,0
153978.0,2.5,0
146849.0,94.84,0
87926.0,80.0,0
160118.0,104.95,0
152960.0,26.57,0
140228.0,24.99,0
155108.0,6.0,0
45971.0,7.98,0
121661.0,223.0,0
63451.0,157.68,0
69952.0,598.24,0
87758.0,12.99,0
25297.0,323.5,0
60743.0,4.49,0
28231.0,1.0,0
145979.0,57.14,0
34606.0,269.0,0
35535.0,283.14,0
162064.0,1.0,0
159342.0,19.99,0
35036.0,589.94,0
147417.0,25.0,0
100498.0,69.85,0
33233.0,23.0,0
125256.0,84.0,0
69064.0,11.48,0
144018.0,5.72,0
29591.0,2718.84,0
142969.0,336.0,0
158441.0,12.18,0
1359.0,1.0,0
84905.0,12.93,0
113309.0,0.98,0
28377.0,52.0,0
143673.0,0.89,0
143109.0,247.96,0
52671.0,1.0,0
65600.0,1.0,0
37116.0,25.12,0
108852.0,1.0,0
32865.0,146.11,0
141952.0,12.86,0
65972.0,8.59,0
36512.0,1.79,0
112637.0,6.15,0
140865.0,49.96,0
116776.0,279.35,0
21538.0,11.85,0
75526.0,483.69,0
46247.0,65.22,0
171011.0,3.27,0
64888.0,457.25,0
10483.0,5.64,0
76843.0,24.99,0
39378.0,55.63,0
42153.0,40.17,0
155463.0,3.88,0
122256.0,62.9,0
128365.0,45.55,0
139057.0,60.22,0
50882.0,204.0,0
162498.0,1.98,0
149445.0,675.0,0
168046.0,28.0,0
13305.0,3.57,0
148203.0,103.08,0
42384.0,158.0,0
120169.0,1.98,0
137514.0,97.01,0
150784.0,0.23,0
137360.0,1.0,0
127643.0,664.2,0
43166.0,64.99,0
149895.0,200.0,0
81943.0,12.86,0
79871.0,225.0,0
78571.0,1.0,0
126498.0,205.0,0
51774.0,20.89,0
164068.0,296.99,0
109680.0,37.87,0
42808.0,9.99,0
115591.0,372.81,0
74484.0,377.73,0
121348.0,222.22,0
150156.0,2.28,0
158142.0,2.28,0
58921.0,52.0,0
171322.0,7.99,0
72960.0,58.67,0
143247.0,113.0,0
118879.0,195.0,0
151647.0,11.99,0
148741.0,48.0,0
128802.0,250.0,0
66367.0,63.79,0
68721.0,2.67,0
45696.0,5.49,0
25295.0,1.52,0
141684.0,15.85,0
65679.0,30.0,0
125391.0,212.44,0
86064.0,12.0,0
152646.0,2.0,0
37855.0,4.24,0
54609.0,50.0,0
83168.0,0.69,0
155896.0,8.99,0
67997.0,2.95,0
67960.0,86.44,0
165756.0,108.0,0
125257.0,184.0,0
48501.0,1.5,0
64920.0,304.88,0
72769.0,78.0,0
150361.0,9.78,0
38786.0,0.89,0
112785.0,15.44,0
129273.0,29.99,0
151318.0,24.75,0
170724.0,12.99,0
53044.0,28.75,0
81410.0,3.27,0
44749.0,349.7,0
167902.0,0.89,0
27914.0,5.76,0
56.0,10.84,0
63228.0,1.79,0
35645.0,182.0,0
114951.0,0.76,0
128354.0,500.0,0
153797.0,105.5,0
121802.0,10.0,0
144477.0,616.59,0
54651.0,567.62,0
137601.0,1.99,0
141933.0,11.5,0
55286.0,29.99,0
61290.0,10.29,0
1433.0,1.0,0
150377.0,13.49,0
73218.0,1.89,0
125808.0,1.54,0
76926.0,1.98,0
134516.0,13.32,0
113735.0,1.0,0
126635.0,35.57,0
80032.0,15.0,0
129003.0,100.98,0
52457.0,34.56,0
119759.0,87.48,0
127442.0,14.23,0
79524.0,8.79,0
73294.0,260.0,0
118901.0,45.97,0
30875.0,19.02,0
165645.0,1.0,0
82279.0,8.97,0
162957.0,75.0,0
69398.0,0.77,0
64781.0,102.41,0
99796.0,12.99,0
76299.0,154.55,0
42638.0,1.0,0
154243.0,2.99,0
76213.0,154.99,0
161806.0,383.01,0
91623.0,9.99,0
27049.0,13.98,0
49053.0,56.29,0
74084.0,20.0,0
143997.0,9.99,0
33165.0,10.0,0
81282.0,6.0,0
142497.0,1.79,0
62900.0,572.54,0
149690.0,60.68,0
29845.0,182.0,0
39957.0,39.22,0
38105.0,158.0,0
66942.0,18.78,0
70800.0,63.34,0
121070.0,15.8,0
78773.0,1.5,0
118085.0,22.99,0
143075.0,153.23,0
134848.0,51.5,0
150037.0,5.86,0
70658.0,62.48,0
85766.0,197.84,0
83312.0,2.68,0
142467.0,1.98,0
26595.0,44.99,0
89038.0,20.85,0
85947.0,9.83,0
105273.0,118.37,0
84191.0,1.51,0
67519.0,45.6,0
96408.0,7.06,0
59777.0,11.99,0
139717.0,144.0,0
39382.0,161.1,0
59635.0,35.95,0
134956.0,61.6,0
47098.0,200.0,0
150884.0,0.77,0
118979.0,49.95,0
152347.0,6.0,0
85218.0,1.29,0
64065.0,1.29,0
162929.0,60.4,0
145016.0,653.92,0
43181.0,112.38,0
24136.0,125.65,0
149706.0,79.0,0
70635.0,4.0,0
39411.0,2.23,0
169903.0,29.2,0
80204.0,21.32,0
75120.0,11.96,0
144311.0,1.0,0
55738.0,1.29,0
46221.0,159.99,0
63998.0,153.0,0
91468.0,62.98,0
169308.0,9.82,0
142314.0,8.99,0
79986.0,500.0,0
31188.0,29.95,0
86221.0,8.97,0
162910.0,2.28,0
77925.0,29.0,0
54828.0,58.0,0
134905.0,50.0,0
383.0,17.99,0
43977.0,263.72,0
38751.0,64.99,0
125081.0,27.83,0
40300.0,63.25,0
118229.0,0.0,0
151081.0,1.98,0
133007.0,45.93,0
72444.0,34.0,0
156324.0,10.0,0
123489.0,248.0,0
23259.0,1.79,0
53028.0,49.55,0
73223.0,1.98,0
27468.0,99.99,0
28949.0,1212.68,0
151367.0,19.8,0
81678.0,18.35,0
117343.0,12.15,0
167189.0,18.04,0
85005.0,2.69,0
98101.0,2.0,0
33983.0,314.9,0
123018.0,0.0,0
69772.0,0.76,0
156120.0,1.54,0
138596.0,68.8,0
22750.0,11.85,0
137374.0,22.0,0
166532.0,30.47,0
44498.0,338.73,0
35129.0,1.0,0
70278.0,19.99,0
131540.0,268.98,0
34506.0,15.77,0
162575.0,60.0,0
38877.0,257.0,0
32775.0,68.0,0
75167.0,2.69,0
69608.0,2.39,0
56562.0,12.48,0
121737.0,241.1,0
82272.0,6.99,0
137350.0,1.46,0
166280.0,46.9,0
5829.0,18.79,0
72778.0,11.48,0
167649.0,0.89,0
128490.0,8.99,0
119319.0,25.14,0
116382.0,35.64,0
90202.0,12.98,0
130171.0,74.95,0
66880.0,20.0,0
140949.0,0.0,0
71562.0,1.78,0
81990.0,68.75,0
40079.0,7.81,0
85659.0,17.72,0
123926.0,7.63,0
53154.0,62.0,0
30674.0,16.04,0
158979.0,8.4,0
29563.0,49.9,0
129016.0,138.89,0
116079.0,69.95,0
157162.0,26.96,0
75559.0,20.0,0
59896.0,0.77,0
2423.0,0.89,0
135138.0,53.63,0
156919.0,40.0,0
21742.0,99.99,0
151726.0,139.0,0
148656.0,50.0,0
31827.0,7.58,0
29099.0,38.9,0
140190.0,72.0,0
170007.0,10.62,0
135462.0,2000.0,0
165964.0,3.6,0
86670.0,131.59,0
169869.0,1.79,0
92482.0,23.74,0
144987.0,88.78,0
169868.0,2.16,0
139667.0,4.54,0
70146.0,33.19,0
140358.0,51.59,0
132862.0,11.5,0
166913.0,15.17,0
46618.0,27.0,0
66857.0,91.59,0
48607.0,23.95,0
141459.0,319.96,0
125947.0,206.0,0
67250.0,1.0,0
150854.0,16.0,0
57258.0,2.28,0
71438.0,159.89,0
150307.0,11.5,0
160980.0,29.4,0
77704.0,76.4,0
72087.0,0.89,0
39956.0,4.99,0
164605.0,9.99,0
168561.0,58.95,0
2926.0,1.0,0
117818.0,9.99,0
111720.0,27.0,0
74044.0,16.24,0
150030.0,324.99,0
46516.0,79.9,0
84159.0,0.76,0
153242.0,107.5,0
62842.0,20.0,0
46548.0,11.75,0
25479.0,43.0,0
144053.0,13.99,0
76681.0,4.94,0
38011.0,23.95,0
170199.0,1.98,0
162211.0,280.0,0
50716.0,3617.0,0
72590.0,0.99,0
42175.0,28.75,0
69612.0,22.0,0
111123.0,1.0,0
136038.0,0.12,0
68418.0,4.5,0
65745.0,4.99,0
159586.0,49.99,0
134802.0,1.0,0
124666.0,15.0,0
79148.0,51.99,0
80390.0,3.59,0
56395.0,19.99,0
78414.0,128.79,0
129205.0,0.89,0
135865.0,21.5,0
86764.0,8.98,0
136017.0,71.18,0
88257.0,21.13,0
663.0,19.54,0
147657.0,144.2,0
135010.0,826.6,0
137457.0,19.94,0
41541.0,44.22,0
83874.0,211.49,0
83077.0,0.99,0
153167.0,4.99,0
68912.0,1.98,0
11067.0,15.95,0
167844.0,27.38,0
137813.0,4.56,0
101695.0,7.95,0
117410.0,148.92,0
119659.0,94.14,0
67689.0,9.32,0
62198.0,260.54,0
75698.0,15.21,0
75170.0,45.0,0
162838.0,1.79,0
113739.0,1.0,0
54709.0,263.66,0
149888.0,1.98,0
142679.0,384.58,0
158193.0,8.98,0
138860.0,2.69,0
156781.0,5.49,0
58150.0,50.0,0
925.0,8.99,0
154952.0,0.89,0
78178.0,26.5,0
143904.0,169.0,0
165071.0,71.14,0
121339.0,1.0,0
71428.0,6.0,0
138205.0,29.0,0
72917.0,1.18,0
147578.0,22.26,0
129563.0,15.0,0
38275.0,9.8,0
64782.0,1.54,0
64728.0,39.0,0
8442.0,53.73,0
63312.0,307.0,0
144197.0,52.32,0
73013.0,1.98,0
46944.0,11.5,0
160358.0,2.33,0
78530.0,24.58,0
48569.0,0.0,0
30837.0,29.67,0
48922.0,0.92,0
112553.0,9.99,0
159504.0,3.79,0
126518.0,10.0,0
35158.0,46.0,0
121253.0,200.0,0
124667.0,20.85,0
84956.0,38.03,0
143757.0,90.0,0
130738.0,183.6,0
172688.0,89.9,0
12292.0,5.18,0
59571.0,13.99,0
149677.0,25.0,0
59224.0,228.57,0
138620.0,56.71,0
72401.0,5.5,0
42486.0,199.0,0
81938.0,4.49,0
117620.0,21.94,0
77724.0,1.55,0
135730.0,151.25,0
137451.0,1.98,0
151379.0,172.0,0
48509.0,14.95,0
86887.0,5.99,0
168680.0,1.88,0
82599.0,53.02,0
140932.0,11.5,0
135479.0,2.49,0
70189.0,1.0,0
136900.0,1.98,0
124183.0,5.67,0
113855.0,1.0,0
73821.0,1.98,0
2000.0,0.74,0
42688.0,0.76,0
78067.0,7.68,0
83845.0,10.0,0
24766.0,36.0,0
151264.0,204.92,0
136896.0,1.0,0
69844.0,22.69,0
168678.0,78.77,0
24588.0,0.77,0
169172.0,28.79,0
119450.0,31.4,0
35735.0,49.0,0
137641.0,140.34,0
32004.0,1.0,0
139073.0,108.37,0
130690.0,1.0,0
53291.0,74.9,0
72833.0,15.57,0
31830.0,77.4,0
53660.0,844.98,0
45350.0,67.4,0
121957.0,60.0,0
129344.0,39.72,0
28637.0,48.0,0
107433.0,11.27,0
37089.0,20.0,0
115837.0,27.24,0
147107.0,16.1,0
137764.0,26.92,0
75418.0,23.35,0
72324.0,27.25,0
172383.0,9.99,0
139477.0,12.98,0
142918.0,1.0,0
77237.0,138.64,0
124431.0,107.9,0
140657.0,9.99,0
129587.0,208.08,0
77118.0,16.0,0
97039.0,15.58,0
157098.0,0.76,0
167129.0,1000.0,0
41398.0,2.0,0
147489.0,6.15,0
164084.0,2.69,0
117821.0,10.0,0
35063.0,35.0,0
120863.0,9.0,0
136227.0,229.31,0
38899.0,89.95,0
135596.0,15.0,0
41432.0,0.89,0
52433.0,66.55,0
75815.0,1.79,0
149050.0,187.04,0
151967.0,26.8,0
131221.0,5.24,0
154950.0,0.89,0
47066.0,111.95,0
153037.0,19.99,0
71119.0,52.05,0
53441.0,40.7,0
43948.0,39.99,0
149612.0,17.99,0
89258.0,7.74,0
27704.0,19.95,0
52503.0,0.0,0
43909.0,60.0,0
142745.0,60.44,0
144473.0,59.0,0
81502.0,25.99,0
69147.0,43.11,0
75890.0,47.45,0
48487.0,0.99,0
4569.0,1.46,0
62016.0,61.13,0
154967.0,4.94,0
42445.0,13.04,0
141170.0,19.99,0
156318.0,24.63,0
76619.0,4.56,0
43587.0,7.99,0
68259.0,102.02,0
166709.0,59.95,0
66187.0,19.34,0
81953.0,0.89,0
84628.0,1.0,0
94063.0,36.0,0
85994.0,12.99,0
28362.0,182.4,0
49502.0,142.44,0
142459.0,201.13,0
164587.0,74.26,0
166450.0,1.0,0
132980.0,18.52,0
122256.0,58.47,0
72252.0,3.59,0
171408.0,9.49,0
138456.0,4.49,0
88560.0,0.89,0
155376.0,80.0,0
51125.0,14.0,0
119867.0,106.59,0
110522.0,11.27,0
115946.0,4.0,0
108699.0,30.34,0
136155.0,1.99,0
144948.0,661.46,0
155814.0,77.0,0
63046.0,10.0,0
29952.0,58.81,0
33435.0,20.0,0
84773.0,0.0,0
149393.0,80.0,0
9357.0,0.01,0
71710.0,48.4,0
74943.0,2.99,0
87123.0,1184.84,0
44153.0,177.7,0
36590.0,7.94,0
55642.0,66.8,0
121504.0,76.36,0
170581.0,158.0,0
162720.0,23.24,0
51958.0,17.82,0
69693.0,40.0,0
63963.0,373.03,0
122054.0,306.87,0
41694.0,157.96,0
172360.0,1.29,0
117951.0,1.98,0
80785.0,20.0,0
49523.0,1000.0,0
56266.0,46.5,0
22498.0,729.0,0
141755.0,18.3,0
128502.0,4.32,0
77108.0,219.5,0
6972.0,3.89,0
88476.0,80.42,0
87330.0,1.29,0
169387.0,1.98,0
76156.0,56.4,0
137303.0,84.0,0
35047.0,151.0,0
169229.0,20.49,0
69005.0,2.69,0
119060.0,58.0,0
84193.0,29.95,0
155845.0,80.0,0
72546.0,44.99,0
66103.0,47.5,0
69912.0,12.88,0
79361.0,8.43,0
79731.0,10.2,0
138740.0,113.39,0
64961.0,50.0,0
32761.0,139.38,0
121820.0,49.0,0
40838.0,24.94,0
82564.0,32.0,0
70214.0,23.28,0
90025.0,255.0,0
118965.0,960.5,0
110117.0,69.99,0
163103.0,22.5,0
156471.0,298.0,0
38568.0,8.27,0
5232.0,8.99,0
169283.0,79.95,0
75464.0,6.0,0
57207.0,15.0,0
69553.0,67.7,0
160441.0,16.0,0
20517.0,5.0,0
84766.0,2069.8,0
165609.0,3.79,0
145232.0,11.5,0
51117.0,1.0,0
163959.0,14.95,0
28624.0,0.99,0
154552.0,14.64,0
130779.0,549.0,0
100881.0,15.95,0
119121.0,490.95,0
48155.0,229.0,0
146747.0,1.98,0
164395.0,5.36,0
54057.0,0.99,0
78884.0,45.79,0
39108.0,24.01,0
83036.0,29.8,0
101108.0,20.99,0
65413.0,4.49,0
32118.0,42.0,0
115688.0,9.83,0
87980.0,5.0,0
44004.0,173.84,0
56582.0,47.29,0
70122.0,46.54,0
115485.0,1.98,0
69094.0,69.99,0
140057.0,1199.0,0
77435.0,4.49,0
30762.0,89.99,0
60508.0,230.0,0
138203.0,95.0,0
39435.0,35.0,0
143704.0,3.7,0
39993.0,0.89,0
130478.0,240.0,0
44477.0,1.98,0
72955.0,297.8,0
55440.0,463.8,0
49950.0,1.98,0
156524.0,8.0,0
129400.0,41.72,0
154075.0,35.26,0
89019.0,14.95,0
84377.0,17.67,0
77233.0,49.0,0
145129.0,29.04,0
84631.0,86.0,0
140944.0,1.4,0
43996.0,27.9,0
49919.0,2.29,0
41375.0,33.35,0
144436.0,4.27,0
41236.0,69.99,0
157837.0,1.98,0
49427.0,1311.12,0
74564.0,96.0,0
41924.0,63.52,0
137969.0,39.36,0
102802.0,20.99,0
172089.0,245.83,0
157182.0,164.0,0
73793.0,1.46,0
57771.0,113.7,0
60479.0,73.9,0
132150.0,0.89,0
35371.0,49.99,0
149666.0,15.0,0
74472.0,57.05,0
63808.0,37.92,0
43300.0,1.0,0
43439.0,285.7,0
71116.0,2.58,0
37086.0,1168.8,0
60025.0,55.96,0
79264.0,1.0,0
74356.0,20.0,0
150599.0,0.99,0
72501.0,2.69,0
135321.0,16.22,0
8750.0,99.99,0
133069.0,73.9,0
41529.0,142.76,0
39899.0,30.33,0
118130.0,231.84,0
27261.0,90.75,0
35964.0,40.0,0
135585.0,14.97,0
72910.0,3.76,0
148959.0,55.0,0
135470.0,1.0,0
34203.0,8.99,0
61301.0,19.99,0
138373.0,156.58,0
68780.0,336.7,0
68522.0,177.42,0
74885.0,22.7,0
69548.0,15.0,0
71409.0,1.98,0
94094.0,0.0,0
45118.0,17.33,0
64802.0,25.0,0
123584.0,228.0,0
130981.0,312.25,0
54215.0,69.69,0
85255.0,11.93,0
86953.0,0.77,0
48173.0,12.0,0
47281.0,94.84,0
38736.0,208.0,0
152989.0,98.9,0
141965.0,47.99,0
87643.0,71.96,0
56469.0,68.52,0
158624.0,45.85,0
144246.0,332.0,0
144527.0,430.0,0
153468.0,107.59,0
112040.0,9.7,0
79583.0,2.19,0
27286.0,0.77,0
81120.0,64.99,0
54859.0,145.72,0
123089.0,831.6,0
143545.0,512.65,0
54866.0,1.29,0
79649.0,94.48,0
115317.0,34.0,0
92385.0,5.0,0
33908.0,72.0,0
54862.0,19.57,0
284.0,11.99,0
77078.0,2.92,0
16836.0,19.78,0
162904.0,219.0,0
75829.0,14.28,0
120165.0,13.09,0
72928.0,25.4,0
29335.0,81.68,0
48869.0,33.11,0
83606.0,1.29,0
52222.0,4.99,0
99329.0,17.4,0
145041.0,46.0,0
157717.0,0.76,0
156103.0,52.0,0
33251.0,23.8,0
77444.0,16.95,0
111679.0,12.0,0
34374.0,1.0,0
47475.0,17.99,0
141571.0,22.9,0
127907.0,0.0,0
43950.0,3.0,0
170922.0,15.33,0
42801.0,102.9,0
146180.0,459.75,0
35226.0,15.18,0
66679.0,2.58,0
42086.0,4.99,0
70701.0,19.99,0
68063.0,24.51,0
80999.0,10.0,0
23281.0,22.97,0
85555.0,4.99,0
59711.0,1.49,0
97212.0,8.0,0
93768.0,3.57,0
166455.0,1.0,0
121285.0,19.8,0
43537.0,112.0,0
147100.0,139.95,0
142471.0,3.59,0
2427.0,1.0,0
87614.0,1.0,0
28012.0,0.89,0
42524.0,45.0,0
68055.0,12.3,0
34435.0,39.8,0
168708.0,1.79,0
149409.0,1.98,0
46357.0,126.0,0
147874.0,120.0,0
89022.0,25.08,0
45294.0,69.4,0
68831.0,19.95,0
88702.0,14.0,0
39176.0,1.29,0
44862.0,85.9,0
64566.0,14.99,0
64593.0,240.68,0
58586.0,1.0,0
162105.0,99.61,0
166019.0,33.97,0
162448.0,1.98,0
128628.0,9.99,0
32285.0,1.3,0
113507.0,1.99,0
42653.0,117.0,0
169305.0,350.0,0
57894.0,53.73,0
33478.0,18.5,0
149352.0,10.59,0
33776.0,2.13,0
54744.0,11.99,0
73479.0,25.99,0
75225.0,1.0,0
84766.0,1.68,0
135395.0,4.49,0
34722.0,0.77,0
59927.0,1.98,0
3418.0,19.53,0
67903.0,11.5,0
47693.0,1.0,0
69621.0,3.99,0
90544.0,329.94,0
28411.0,6.0,0
24625.0,25.75,0
76828.0,61.4,0
139401.0,7.5,0
146422.0,49.68,0
73807.0,83.63,0
